frequency,channel1,corr1,channel2,corr2,group1,group2
175.0,K1:OMC_TRANS_DC_A_OUT_DQ,0.9700976003502216,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9683335758814589,OMC,OMC
175.08333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9788719759225976,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9778778450983897,OMC,OMC
175.16666666666666,K1:OMC_TRANS_DC_A_OUT_DQ,0.9779630760498604,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9773530011200291,OMC,OMC
175.25,K1:OMC_TRANS_DC_B_OUT_DQ,0.9639670674061303,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9635575756284585,OMC,OMC
175.33333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9576077772659016,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9573611602375854,OMC,OMC
175.41666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9625738353063411,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.961964105000472,OMC,OMC
175.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9589401618593976,K1:OMC_TRANS_DC_B_OUT_DQ,0.9581946411930798,OMC,OMC
175.58333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9724100080084978,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9710053829866659,OMC,OMC
175.66666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9851017665751587,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9843785101234549,OMC,OMC
175.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9818815366237138,K1:OMC_TRANS_DC_A_OUT_DQ,0.9814118024830275,OMC,OMC
175.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.983797695651174,K1:OMC_TRANS_DC_A_OUT_DQ,0.9832720238481873,OMC,OMC
175.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9810165439012212,K1:OMC_TRANS_DC_A_OUT_DQ,0.980855666015447,OMC,OMC
176.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9750300208319793,K1:OMC_TRANS_DC_B_OUT_DQ,0.9748407936806026,OMC,OMC
176.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9817407077014068,K1:OMC_TRANS_DC_A_OUT_DQ,0.9813464231134589,OMC,OMC
176.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9888647850547732,K1:OMC_TRANS_DC_B_OUT_DQ,0.988496762453372,OMC,OMC
176.25,K1:OMC_TRANS_DC_B_OUT_DQ,0.9952701322710207,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.995269644697478,OMC,OMC
176.33333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9980728041828256,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9980186047794237,OMC,OMC
176.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9998694438520561,K1:OMC_TRANS_DC_A_OUT_DQ,0.9998684084878033,OMC,OMC
176.5,K1:OMC_TRANS_DC_A_OUT_DQ,0.999970663653344,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999704989301117,OMC,OMC
176.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999421495982974,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999398262898817,OMC,OMC
176.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9980373343443932,K1:OMC_TRANS_DC_A_OUT_DQ,0.9980067154652782,OMC,OMC
176.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9928300095064528,K1:OMC_TRANS_DC_A_OUT_DQ,0.9927091641758748,OMC,OMC
176.83333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.993451642982418,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9931943643726787,OMC,OMC
176.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9928552125116058,K1:OMC_TRANS_DC_A_OUT_DQ,0.9927348083429112,OMC,OMC
177.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.989273911080932,K1:OMC_TRANS_DC_A_OUT_DQ,0.9890854859078992,OMC,OMC
177.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9910079492287953,K1:OMC_TRANS_DC_A_OUT_DQ,0.9905753057415602,OMC,OMC
177.16666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9906164504249946,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9905471874306387,OMC,OMC
177.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9859149545835648,K1:OMC_TRANS_DC_B_OUT_DQ,0.9857024149054554,OMC,OMC
177.33333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.992180196394764,K1:OMC_TRANS_DC_B_OUT_DQ,0.9921279517722089,OMC,OMC
177.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.99181049391914,K1:OMC_TRANS_DC_A_OUT_DQ,0.9915242926014146,OMC,OMC
177.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.992483730717236,K1:OMC_TRANS_DC_A_OUT_DQ,0.9922807195651149,OMC,OMC
177.58333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9946228021336648,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9936972229377331,OMC,OMC
177.66666666666666,K1:OMC_TRANS_DC_A_OUT_DQ,0.9983368342687802,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9979995484024473,OMC,OMC
177.75,K1:OMC_TRANS_DC_B_OUT_DQ,0.9995552401258365,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9995465543365956,OMC,OMC
177.83333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999515410833085,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999506517815024,OMC,OMC
177.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999440256553757,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999413987026556,OMC,OMC
178.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9993401811844381,K1:OMC_TRANS_DC_B_OUT_DQ,0.9993091014156665,OMC,OMC
178.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9978649291207456,K1:OMC_TRANS_DC_A_OUT_DQ,0.9976645901814644,OMC,OMC
178.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9966925774561048,K1:OMC_TRANS_DC_A_OUT_DQ,0.9966150494526665,OMC,OMC
178.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9959889323071917,K1:OMC_TRANS_DC_A_OUT_DQ,0.9957689882772307,OMC,OMC
178.33333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.99898727300194,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9989721301299463,OMC,OMC
178.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9994513070825854,K1:OMC_TRANS_DC_B_OUT_DQ,0.9994069636520296,OMC,OMC
178.5,K1:OMC_TRANS_DC_A_OUT_DQ,0.9977354970698595,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.997569127643772,OMC,OMC
178.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9921416367999203,K1:OMC_TRANS_DC_A_OUT_DQ,0.9915073870861824,OMC,OMC
178.66666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9936638759416598,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9936125825285484,OMC,OMC
178.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9994028485127298,K1:OMC_TRANS_DC_A_OUT_DQ,0.999357961866396,OMC,OMC
178.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997520557505583,K1:OMC_TRANS_DC_A_OUT_DQ,0.9997344901209468,OMC,OMC
178.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9989079347789241,K1:OMC_TRANS_DC_B_OUT_DQ,0.9987908307113509,OMC,OMC
179.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9862848598662238,K1:OMC_TRANS_DC_B_OUT_DQ,0.9848311543504,OMC,OMC
179.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9914298343360859,K1:OMC_TRANS_DC_B_OUT_DQ,0.9901249464928144,OMC,OMC
179.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.996031605538875,K1:OMC_TRANS_DC_A_OUT_DQ,0.9959855442850346,OMC,OMC
179.25,K1:OMC_TRANS_DC_B_OUT_DQ,0.9980541738898852,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.997982148344572,OMC,OMC
179.33333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9988672222544688,K1:OMC_TRANS_DC_A_OUT_DQ,0.9987793061786095,OMC,OMC
179.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9986945825104803,K1:OMC_TRANS_DC_B_OUT_DQ,0.998638889444136,OMC,OMC
179.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9985885624383416,K1:OMC_TRANS_DC_A_OUT_DQ,0.998427522176256,OMC,OMC
179.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9989553037286419,K1:OMC_TRANS_DC_A_OUT_DQ,0.9989083270323662,OMC,OMC
179.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9975268744885137,K1:OMC_TRANS_DC_B_OUT_DQ,0.9974761001659072,OMC,OMC
179.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9991224963044627,K1:OMC_TRANS_DC_A_OUT_DQ,0.9990969934595872,OMC,OMC
179.83333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999578339694489,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999527907645464,OMC,OMC
179.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999640560754656,K1:OMC_TRANS_DC_A_OUT_DQ,0.9998769481446477,OMC,OMC
180.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9998612981475634,K1:OMC_TRANS_DC_B_OUT_DQ,0.9964792364661496,OMC,OMC
180.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.999702360389497,K1:OMC_TRANS_DC_A_OUT_DQ,0.9897823871089978,OMC,OMC
180.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9993976623442864,K1:OMC_TRANS_DC_A_OUT_DQ,0.9880034441102867,OMC,OMC
180.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9966055727726016,K1:OMC_TRANS_DC_B_OUT_DQ,0.9876772822646256,OMC,OMC
180.33333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9963764216747858,K1:OMC_TRANS_DC_A_OUT_DQ,0.9955986707706248,OMC,OMC
180.41666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9977816198659936,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9976897504963712,OMC,OMC
180.5,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999127339524816,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999023788999448,OMC,OMC
180.58333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999813267389409,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999806271816833,OMC,OMC
180.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997882423577907,K1:OMC_TRANS_DC_A_OUT_DQ,0.9997867254882172,OMC,OMC
180.75,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999877426008051,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999871721126417,OMC,OMC
180.83333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999761461183706,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999746487795664,OMC,OMC
180.91666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9996044351080439,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9996038433712467,OMC,OMC
181.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.998836372757996,K1:OMC_TRANS_DC_A_OUT_DQ,0.9988127924168704,OMC,OMC
181.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9990392235873344,K1:OMC_TRANS_DC_B_OUT_DQ,0.9990202452277968,OMC,OMC
181.16666666666666,K1:OMC_TRANS_DC_A_OUT_DQ,0.9991446273299565,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9991277736968256,OMC,OMC
181.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999086641148592,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999054928771549,OMC,OMC
181.33333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999601652495633,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999581433670856,OMC,OMC
181.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9998839558616202,K1:OMC_TRANS_DC_B_OUT_DQ,0.9998793579675987,OMC,OMC
181.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9992841600945913,K1:OMC_TRANS_DC_B_OUT_DQ,0.9992639850513344,OMC,OMC
181.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9984610753344512,K1:OMC_TRANS_DC_A_OUT_DQ,0.9983917782119411,OMC,OMC
181.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9991733594069276,K1:OMC_TRANS_DC_B_OUT_DQ,0.9991317692801753,OMC,OMC
181.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997709457766136,K1:OMC_TRANS_DC_B_OUT_DQ,0.9997675528694291,OMC,OMC
181.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999122173798355,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999093358982872,OMC,OMC
181.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997118107785885,K1:OMC_TRANS_DC_A_OUT_DQ,0.9996889267743777,OMC,OMC
182.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9965020587229194,K1:OMC_TRANS_DC_A_OUT_DQ,0.9961912134016849,OMC,OMC
182.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9969161334525011,K1:OMC_TRANS_DC_B_OUT_DQ,0.9967302897270064,OMC,OMC
182.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9973854012275181,K1:OMC_TRANS_DC_B_OUT_DQ,0.9971577544349888,OMC,OMC
182.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9972549117626128,K1:OMC_TRANS_DC_B_OUT_DQ,0.9971650253686049,OMC,OMC
182.33333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9960223471829006,K1:OMC_TRANS_DC_A_OUT_DQ,0.995869539183396,OMC,OMC
182.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9991742958973171,K1:OMC_TRANS_DC_B_OUT_DQ,0.9991072432795535,OMC,OMC
182.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9988895931944664,K1:OMC_TRANS_DC_A_OUT_DQ,0.998844640233218,OMC,OMC
182.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9931957138323997,K1:OMC_TRANS_DC_B_OUT_DQ,0.9929554405974883,OMC,OMC
182.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9908859980606115,K1:OMC_TRANS_DC_A_OUT_DQ,0.990540162831129,OMC,OMC
182.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9947153871264761,K1:OMC_TRANS_DC_B_OUT_DQ,0.9946841256914778,OMC,OMC
182.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9995557657561092,K1:OMC_TRANS_DC_A_OUT_DQ,0.9995215863993534,OMC,OMC
182.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9995712382774531,K1:OMC_TRANS_DC_A_OUT_DQ,0.9995693382780583,OMC,OMC
183.0,K1:OMC_TRANS_DC_B_OUT_DQ,0.9965903990573027,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9964990700429398,OMC,OMC
183.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9946248660228592,K1:OMC_TRANS_DC_B_OUT_DQ,0.9942360496173452,OMC,OMC
183.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9985088434535164,K1:OMC_TRANS_DC_A_OUT_DQ,0.9984434786136244,OMC,OMC
183.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9990659774946962,K1:OMC_TRANS_DC_A_OUT_DQ,0.9990032420988666,OMC,OMC
183.33333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.999955736480849,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999537987020924,OMC,OMC
183.41666666666666,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999809840033664,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999805476446931,OMC,OMC
183.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999074869136864,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999010451435114,OMC,OMC
183.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9973342868749971,K1:OMC_TRANS_DC_B_OUT_DQ,0.9970224575107832,OMC,OMC
183.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9928362596667386,K1:OMC_TRANS_DC_A_OUT_DQ,0.9924540434009376,OMC,OMC
183.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9862529052770723,K1:OMC_TRANS_DC_A_OUT_DQ,0.9851975428726784,OMC,OMC
183.83333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9884481233154707,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9877470437554378,OMC,OMC
183.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9896714657356093,K1:OMC_TRANS_DC_B_OUT_DQ,0.9895641273406115,OMC,OMC
184.0,K1:OMC_TRANS_DC_A_OUT_DQ,0.980709343127891,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9798584170610147,OMC,OMC
184.08333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9834366097692957,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9825737784572736,OMC,OMC
184.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9892803266961795,K1:OMC_TRANS_DC_A_OUT_DQ,0.9887860501228944,OMC,OMC
184.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9954398036794657,K1:OMC_TRANS_DC_B_OUT_DQ,0.9950237314618608,OMC,OMC
184.33333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9996274434234004,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9996270944943056,OMC,OMC
184.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997748157961811,K1:OMC_TRANS_DC_B_OUT_DQ,0.9997587733617654,OMC,OMC
184.5,K1:OMC_TRANS_DC_B_OUT_DQ,0.9985557276799619,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.998532532859107,OMC,OMC
184.58333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9906434777230634,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9901534775892432,OMC,OMC
184.66666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.998162379266339,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.998029582531661,OMC,OMC
184.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.999195087797163,K1:OMC_TRANS_DC_A_OUT_DQ,0.9991836276863176,OMC,OMC
184.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9955969703151758,K1:OMC_TRANS_DC_A_OUT_DQ,0.995550908928964,OMC,OMC
184.91666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9611476030245216,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9607337017556933,OMC,OMC
185.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9658423321813443,K1:OMC_TRANS_DC_B_OUT_DQ,0.9635430750920712,OMC,OMC
